PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,4320067210,1013A W MADISON ST,,12,4040,Duplex O/S,Frame,1.5,1895,1400,2,4,2,0,3500,2017-08,42000
Residential,4690822000,2115 S 15TH PL,,12,4120,Duplex-Cottage,Aluminum / Vinyl,2,1900,1600,2,4,2,0,2450,2017-08,64000
Residential,4331034000,819 S 17TH ST,,12,4050,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,1546,1,4,2,0,4725,2017-08,85000
Residential,4961555000,2724 S 16TH ST,,12,4160,Milwaukee Bungalow,Aluminum / Vinyl,1,1924,1321,1,4,1,0,2820,2017-08,127500
Residential,4960452000,1916 W WINDLAKE AV,,12,4160,Milwaukee Bungalow,Aluminum / Vinyl,1,1923,1274,1,4,1,0,4800,2017-08,63500
Residential,4970227000,2334 S 9TH ST,,12,4160,Residence O/S,Frame,1,1892,1186,1,4,1,0,3600,2017-08,60000
Residential,4320812000,814 S 9TH ST,,12,4040,Residence O/S,Brick,1.5,1900,979,1,3,1,0,2500,2017-08,64000
Residential,6430113000,1711 W CLAYTON CREST AV,,13,4780,Bi-Level,Frame,1,1971,1936,1,3,1,1,22148,2017-08,228000
Residential,6439992000,1721 W MALLORY AV,,13,4780,Cape Cod,Aluminum / Vinyl,1.5,1955,1974,1,4,3,0,21780,2017-08,234500
Residential,6441611000,5247 S 22ND PL,,13,4780,Cape Cod,Brick,1,1974,1933,1,3,2,0,8320,2017-08,212000
Residential,5511325100,3600 S 16TH ST,,13,4520,Cape Cod,Brick,1,1947,1660,1,3,1,1,8517,2017-08,160395
Residential,5800347100,4256 S 2ND ST,,13,4700,Cape Cod,Brick,1,1955,1619,1,3,2,0,4840,2017-08,191000
Residential,6250013100,4771 S 6TH ST,,13,4740,Cape Cod,Brick,1,1950,1517,1,3,1,1,10880,2017-08,172000
Residential,6420632000,5245 S 6TH ST,,13,4800,Cape Cod,Aluminum / Vinyl,1,1946,1421,1,3,1,1,9000,2017-08,175000
Residential,5940007000,4631 S PINE AV,,13,4720,Cape Cod,Brick,1,1950,1395,1,4,2,0,6000,2017-08,224000
Residential,6239832211,4833 S 26TH ST,,13,4660,Cape Cod,Aluminum / Vinyl,1.5,1942,1315,1,2,2,1,6192,2017-08,148500
Residential,5520008000,3559 S 20TH ST,,13,4360,Cape Cod,Aluminum / Vinyl,1,1953,1280,1,3,1,0,4920,2017-08,137000
Residential,5940401000,4416 S AUSTIN ST,,13,4720,Cape Cod,Brick,1,1954,1259,1,3,1,0,13500,2017-08,180000
Residential,5510401000,3611 S 13TH ST,,13,4520,Cape Cod,Brick,1,1947,1231,1,4,2,0,5676,2017-08,147900
Residential,5811110000,207 E PLAINFIELD AV,,13,4700,Cape Cod,Brick,1,1955,1213,1,3,2,0,7500,2017-08,155900
Residential,6690007100,5740 S 21ST ST,,13,4780,Cape Cod,Aluminum / Vinyl,1,1955,1125,1,3,1,0,21000,2017-08,138500
Residential,6441411000,5220 S 26TH ST,,13,4780,Cape Cod,Frame,1,1948,1114,1,3,1,0,10500,2017-08,125000
Residential,5521311000,3715 S 21ST ST,,13,4360,Cape Cod,Aluminum / Vinyl,1,1949,1099,1,3,1,1,5805,2017-08,125000
Residential,5800665100,4131 S 3RD ST,,13,4700,Cape Cod,Aluminum / Vinyl,1,1947,1078,1,3,1,1,4560,2017-08,129000
Residential,5800250000,4117 S 1ST ST,,13,4700,Cape Cod,Brick,1,1953,916,1,2,1,0,4800,2017-08,145000
Residential,5510442000,3641 S 15TH PL,,13,4520,Cape Cod,Aluminum / Vinyl,1,1947,884,1,2,1,0,4752,2017-08,112900
Residential,6701662000,1721 W GRANGE AV,,13,4780,Colonial,Fiber-Cement,2,1989,2009,1,3,1,1,21133,2017-08,249900
Residential,5340657000,3245 S 26TH ST,,13,4360,Colonial,Aluminum / Vinyl,2,1948,1382,1,3,1,1,4800,2017-08,133000
Residential,6439950110,1426 W MAPLEWOOD CT,,13,4800,Colonial,Aluminum / Vinyl,2,1965,1296,1,3,1,1,8060,2017-08,157000
Residential,5340614000,3207 S 24TH ST,,13,4360,Colonial,Aluminum / Vinyl,2,1945,1098,1,2,1,0,4800,2017-08,108500
Residential,5940706000,4582 S HOWELL AV,,13,4720,Dplx Bungalow,Brick,1.5,1935,2046,2,4,2,0,4884,2017-08,130000
Residential,6441513000,5260 S 26TH ST,,13,4780,Duplex N/S,Aluminum / Vinyl,1.5,1974,2202,2,5,2,2,9380,2017-08,199000
Residential,5340065100,3416 S 26TH ST,,13,4360,Duplex N/S,Brick,1.5,1961,2136,2,5,3,0,4800,2017-08,169000
Residential,5511123000,3850 S 15TH PL,,13,4520,Duplex N/S,Aluminum / Vinyl,1.5,1950,1991,2,3,2,0,4800,2017-08,137000
Residential,5971006000,4621 S 14TH ST,,13,4800,Duplex N/S,Stone,1.5,1959,1941,2,4,2,0,8220,2017-08,160000
Residential,5509989110,3500 S 8TH ST,,13,4520,Duplex O/S,Aluminum / Vinyl,1.5,1914,1795,2,5,2,0,8550,2017-08,112000
Residential,5940173000,4375 S PINE AV,,13,4720,Duplex O/S,Aluminum / Vinyl,1.5,1920,1497,2,3,2,0,8710,2017-08,145000
Residential,5810022000,234 E VAN BECK AV,,13,4700,Milwaukee Bungalow,Brick,1,1929,1660,1,4,2,0,5850,2017-08,227000
Residential,5350575000,3145 S 15TH ST,,13,4520,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,1431,1,4,1,0,3600,2017-08,129900
Residential,5940146100,4500 S TAYLOR AV,,13,4720,Ranch,Brick,1,1960,1686,1,3,2,1,10075,2017-08,235000
Residential,5930107000,1026 E WHITAKER CT,,13,4720,Ranch,Brick,1,1956,1512,1,3,2,0,9300,2017-08,181200
Residential,6900122000,2424 W BRIDGE ST,,13,4860,Ranch,Brick,1,1966,1482,1,3,1,1,9000,2017-08,164900
Residential,5949998110,463 E ARMOUR AV,,13,4720,Ranch,Brick,1,1956,1301,1,3,1,1,17850,2017-08,206000
Residential,6680133100,5827 S MELINDA ST,,13,4840,Ranch,Aluminum / Vinyl,1,1958,1254,1,4,2,0,8040,2017-08,171900
Residential,5780206000,1830 W PLAINFIELD AV,,13,4660,Ranch,Brick,1,1956,1179,1,3,1,1,7228,2017-08,147000
Residential,6240109300,1445 W BARNARD AV,,13,4800,Ranch,Brick,1,1965,1157,1,3,1,1,6084,2017-08,146300
Residential,5970613000,1420 W ARMOUR AV,,13,4800,Ranch,Aluminum / Vinyl,1,1958,1154,1,3,1,1,8220,2017-08,143300
Residential,6240023000,1437 W FOSTER AV,,13,4800,Ranch,Brick,1,1958,1150,1,3,1,0,7200,2017-08,145000
Residential,6420207000,5419 S 7TH ST,,13,4800,Ranch,Aluminum / Vinyl,1,1965,1098,1,3,2,0,8556,2017-08,168000
Residential,7160227000,1709 W ASPEN ST,,13,4920,Ranch,Frame,1,1964,1092,1,3,1,1,6097,2017-08,157900
Residential,6240134000,1520 W FOSTER AV,,13,4800,Ranch,Aluminum / Vinyl,1,1960,1085,1,3,1,1,6000,2017-08,140000
Residential,7160296000,6575 S 18TH ST,,13,4920,Ranch,Aluminum / Vinyl,1,1961,1060,1,3,1,1,6907,2017-08,155000
Residential,6890207000,6136 S 19TH CT,,13,4920,Ranch,Frame,1,1963,1012,1,3,1,1,14356,2017-08,165000
Residential,6900046000,2011 W ALVINA AV,,13,4860,Ranch,Brick,1,1960,981,1,3,1,1,8216,2017-08,155000
Residential,5770003000,4255 S 21ST CT,,13,4660,Ranch,Aluminum / Vinyl,1,1960,956,1,3,1,1,11232,2017-08,150000
Residential,5510933000,3773 S 16TH ST,,13,4520,Ranch,Aluminum / Vinyl,1,1951,834,1,2,1,0,4800,2017-08,125000
Residential,5491012000,3652 S 5TH PL,,13,4700,Ranch,Brick,1,1953,825,1,2,1,0,5600,2017-08,119900
Residential,6239988000,4758 S 21ST ST,,13,4660,Ranch,Aluminum / Vinyl,1,1951,816,1,2,1,0,6450,2017-08,109000
Residential,5940160000,4434 S TAYLOR AV,,13,4720,Ranch,Brick,1,1955,810,1,2,1,0,5480,2017-08,134000
Residential,5511040000,3850 S 18TH ST,,13,4520,Ranch,Aluminum / Vinyl,1,1944,698,1,2,1,0,4720,2017-08,113000
Residential,5490520000,181 W SAVELAND AV,,13,4620,Residence O/S,Aluminum / Vinyl,1.5,1909,1373,1,3,2,1,5560,2017-08,187000
Residential,5390561000,915 E OHIO AV,,14,4580,Cape Cod,Aluminum / Vinyl,2,1950,1650,1,4,2,0,5400,2017-08,287000
Residential,5819939000,713 E WATERFORD AV,,14,4700,Cape Cod,Aluminum / Vinyl,1,1953,1226,1,4,1,0,5904,2017-08,145000
Residential,5380286000,3144 S QUINCY AV,,14,4580,Cape Cod,Brick,1,1939,1195,1,2,1,0,4800,2017-08,174900
Residential,5460458000,3754 S ALABAMA AV,,14,4620,Cape Cod,Brick,1,1937,1163,1,3,1,0,7200,2017-08,188000
Residential,5360284000,3376 S 8TH ST,,14,4520,Cape Cod,Brick,1,1955,1159,1,4,1,0,3660,2017-08,125500
Residential,5460233000,3837 S ALABAMA AV,,14,4620,Cape Cod,Aluminum / Vinyl,1,1948,947,1,3,1,0,6188,2017-08,172000
Residential,5390547000,3256 S LENOX ST,,14,4580,Colonial,Frame,2,1953,1902,1,4,2,0,4920,2017-08,253500
Residential,5380080000,3442 S ADAMS AV,,14,4580,Colonial,Aluminum / Vinyl,2,1948,1398,1,2,1,1,5040,2017-08,182150
Residential,5380050000,3443 S ADAMS AV,,14,4580,Colonial,Aluminum / Vinyl,2,1948,1378,1,3,1,1,5280,2017-08,215000
Residential,5471232000,3552 S LOGAN AV,,14,4620,Colonial,Aluminum / Vinyl,2,1941,1090,1,2,1,0,5875,2017-08,155700
Residential,5410072000,3209 S ILLINOIS AV,,14,4600,Colonial,Aluminum / Vinyl,2,1954,1070,1,2,1,0,5400,2017-08,210000
Residential,5070193000,2839 S 9TH ST,,14,4180,Cottage,Aluminum / Vinyl,1,1906,952,1,3,1,0,3600,2017-08,108500
Residential,5360435000,3227 S 9TH PL,,14,4520,Dplx Bungalow,Aluminum / Vinyl,1.5,1927,1928,2,4,2,0,4960,2017-08,118000
Residential,5070460000,2956 S 9TH PL,,14,4180,Dplx Bungalow,Aluminum / Vinyl,1.5,1925,1775,2,4,2,0,3660,2017-08,95000
Residential,5050004000,2783 S HOWELL AV,,14,4910,Duplex O/S,Aluminum / Vinyl,2,1911,1751,2,4,3,0,3105,2017-08,177000
Residential,4990229000,2471 S AUSTIN ST,,14,4910,Duplex O/S,Aluminum / Vinyl,1.5,1892,1636,2,4,2,0,3120,2017-08,155000
Residential,4970390000,2469 S 7TH ST,,14,4160,Duplex O/S,Aluminum / Vinyl,1.5,1921,1256,2,4,2,0,3600,2017-08,62000
Residential,5050955000,345 E ROSEDALE AV,,14,4910,Duplex-Cottage,Brick,1,1895,2492,2,5,3,0,4500,2017-08,217000
Residential,4970329000,2415 S 8TH ST,,14,4160,Duplex-Cottage,Aluminum / Vinyl,1,1891,2026,2,4,2,0,3600,2017-08,58000
Residential,5350831000,3230 S 15TH ST,,14,4520,Milwaukee Bungalow,Brick,1,1926,1991,1,4,1,1,6300,2017-08,142000
Residential,5479894100,1239 E SAVELAND AV,,14,4620,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1385,1,3,1,1,5850,2017-08,175000
Residential,5359970000,3412 S 14TH ST,,14,4520,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,1326,1,5,1,0,5600,2017-08,124900
Residential,5381266000,221 E OKLAHOMA AV,,14,4580,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,1326,1,4,1,0,3268,2017-08,143500
Residential,5351119000,3446 S 14TH ST,,14,4520,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,1172,1,3,1,1,4200,2017-08,125000
Residential,5361001000,3440 S 8TH ST,,14,4520,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1165,1,3,1,1,4392,2017-08,136000
Residential,5821029000,853 E DOTY PL,,14,4700,Ranch,Aluminum / Vinyl,1,1955,936,1,3,1,0,7044,2017-08,131000
Residential,5460397000,3676 S BRUST AV,,14,4620,Ranch,Aluminum / Vinyl,1,1951,756,1,2,1,0,5535,2017-08,115100
Residential,5480230000,3671 S WHITNALL AV,,14,4620,Ranch,Aluminum / Vinyl,1,1948,728,1,2,1,0,4800,2017-08,109200
Residential,5460460000,1705 E SAVELAND AV,,14,4620,Ranch,Aluminum / Vinyl,1,1952,725,1,2,1,0,4800,2017-08,115000
Residential,5470145000,3648 S LENOX ST,,14,4620,Ranch,Aluminum / Vinyl,1,1953,704,1,2,1,0,4797,2017-08,126000
Residential,5001352000,812 E RUSSELL AV,,14,4910,Residence O/S,Aluminum / Vinyl,2,1900,2023,1,5,2,0,1800,2017-08,193500
Residential,5410699000,3248 S NEW YORK AV,,14,4600,Residence O/S,Aluminum / Vinyl,2,1910,1732,1,4,1,1,6480,2017-08,285000
Residential,5040029000,3018 S CALIFORNIA ST,,14,4500,Residence O/S,Aluminum / Vinyl,1.5,1917,1636,1,4,2,1,3528,2017-08,187500
Residential,5040640000,2726 S LENOX ST,,14,4500,Residence O/S,Aluminum / Vinyl,1,1917,1542,1,3,1,0,3870,2017-08,195000
Residential,5050923000,2733 S HOWELL AV,,14,4910,Residence O/S,Aluminum / Vinyl,1.5,1913,1424,1,4,1,1,3600,2017-08,222675
Residential,5031159000,2998 S DELAWARE AV,,14,4540,Residence O/S,Aluminum / Vinyl,2,1915,1344,1,4,1,0,2429,2017-08,192225
Residential,5070437000,2909 S 9TH ST,,14,4180,Residence O/S,Aluminum / Vinyl,1,1916,1274,1,3,2,0,3660,2017-08,127000
Residential,4970938000,2675-A S 8TH ST,,14,4160,Triplex,Frame,1.5,1899,2016,3,6,3,0,3600,2017-08,54900
Residential,3503471000,2454 W VINE ST,,15,3000,Colonial,Aluminum / Vinyl,2,2000,1152,1,3,1,1,7200,2017-08,68500
Residential,3080353000,2771 N 40TH ST,,15,1780,Dplx Bungalow,Aluminum / Vinyl,2,1916,2614,2,6,2,0,4720,2017-08,50000
Residential,3281440000,2419 N 45TH ST,,15,2520,Dplx Bungalow,Aluminum / Vinyl,2,1922,2549,2,6,2,0,5000,2017-08,84000
Residential,3270912000,2433 N 37TH ST,,15,2380,Duplex O/S,Aluminum / Vinyl,2,1911,2468,2,6,2,0,4320,2017-08,34000
Residential,3250766000,2546 N 24TH ST,,15,2940,Duplex O/S,Aluminum / Vinyl,2,1904,2192,2,2,2,0,3780,2017-08,23000
Residential,3249986000,1516 W WRIGHT ST,,15,2940,Duplex O/S,Aluminum / Vinyl,1.5,1890,1891,2,3,2,0,4944,2017-08,47700
Residential,3090317000,2830 N 28TH ST,,15,2950,Duplex O/S,Aluminum / Vinyl,1.5,1907,1711,2,5,2,0,3750,2017-08,30000
Residential,3480294000,1930 N 39TH ST,,15,2380,Duplex O/S,Aluminum / Vinyl,1,1902,1569,2,3,2,0,3600,2017-08,37000
Residential,3080442000,2862 N 40TH ST,,15,1780,Milwaukee Bungalow,Aluminum / Vinyl,1,1919,1547,1,3,1,0,4720,2017-08,49100
Residential,3471102000,2105 N 49TH ST,,15,2540,Residence O/S,Stucco,1,1916,2206,1,3,1,0,7320,2017-08,224500
Residential,1901313000,5456 N 53RD ST,,1,1140,Cape Cod,Aluminum / Vinyl,1,1939,1374,1,4,1,1,7965,2017-09,72000
Residential,2460207000,2821 W ROOSEVELT DR,,1,1500,Cape Cod,Aluminum / Vinyl,1,1951,1297,1,3,1,0,4830,2017-09,55000
Residential,1910605000,5327 N 46TH ST,,1,1140,Cape Cod,Frame,1,1951,1145,1,3,2,0,6120,2017-09,75000
Residential,2460222000,4239 N 28TH ST,,1,1500,Cape Cod,Aluminum / Vinyl,1,1943,1120,1,3,1,0,4800,2017-09,40500
Residential,1719722000,5965 N 41ST ST,,1,900,Cape Cod,Aluminum / Vinyl,1,1946,1092,1,3,1,0,5680,2017-09,61500
Residential,2050443000,5036 N 20TH ST,,1,1340,Duplex N/S,Frame,2,1955,1776,2,4,2,0,5320,2017-09,49900
Residential,1919979000,5243 N 49TH ST,,1,1140,Duplex N/S,Aluminum / Vinyl,1.5,1946,1689,2,5,2,1,7150,2017-09,68500
Residential,1230221000,3822 W KILEY AV,,1,600,Ranch,Aluminum / Vinyl,1,1965,1283,1,3,2,0,6000,2017-09,96533
Residential,2060866000,4931 N 24TH ST,,1,1340,Ranch,Aluminum / Vinyl,1,1951,856,1,2,1,0,4800,2017-09,28000
Residential,1709926000,2909 W CARMEN AV,,1,900,Ranch,Frame,1,1952,831,1,2,1,0,5895,2017-09,56500
Residential,1450663000,6473 N 104TH ST,,2,820,Bi-Level,Aluminum / Vinyl,1,1993,1482,1,3,2,0,8046,2017-09,81900
Residential,2110137000,5121 N 61ST ST,,2,1140,Cape Cod,Stone,1.5,1937,2022,1,3,1,1,9240,2017-09,113000
Residential,2260687000,4640 N 66TH ST,,2,1490,Cape Cod,Aluminum / Vinyl,1,1954,1112,1,3,2,0,5600,2017-09,97000
Residential,2120738000,7107 W MEDFORD AV,,2,1480,Cape Cod,Brick,1,1950,974,1,2,1,0,13248,2017-09,64000
Residential,2261141000,4236 N 68TH ST,,2,1490,Duplex N/S,Brick,2,1956,2296,2,6,2,0,4400,2017-09,107900
Residential,1750055000,7108 W SILVER SPRING DR,,2,980,Duplex N/S,Aluminum / Vinyl,2,1955,1748,2,6,2,0,6000,2017-09,67000
Residential,1750057000,7122 W SILVER SPRING DR,,2,980,Duplex N/S,Aluminum / Vinyl,2,1955,1748,2,6,2,0,6000,2017-09,70000
Residential,2110859000,4836 N 62ND ST,,2,1140,Duplex N/S,Aluminum / Vinyl,1.5,1953,1599,2,3,2,0,6480,2017-09,90000
Residential,1440214000,6551 N 94TH ST,,2,480,Ranch,Aluminum / Vinyl,1,2003,2184,1,3,2,0,14578,2017-09,254900
Residential,2110398000,5174 N 65TH ST,,2,1380,Ranch,Brick,1,1955,1188,1,3,1,0,5160,2017-09,92000
Residential,1780245000,5662 N 96TH ST,,2,1020,Ranch,Aluminum / Vinyl,1,1964,1150,1,3,1,1,4840,2017-09,122000
Residential,2261128000,4235 N 67TH ST,,2,1490,Ranch,Aluminum / Vinyl,1,1957,1078,1,4,2,0,5000,2017-09,108000
Residential,1760610000,8216 W THURSTON AV,,2,980,Ranch,Aluminum / Vinyl,1,1959,1033,1,3,1,0,7840,2017-09,77000
Residential,2130354000,7841 W KATHRYN AV,,2,1400,Ranch,Aluminum / Vinyl,1,1955,950,1,3,1,1,5500,2017-09,83500
Residential,1780368000,5721 N 93RD ST,,2,1020,Ranch,Aluminum / Vinyl,1,1960,940,1,3,1,1,5082,2017-09,71400
Residential,1501703000,6341 N 105TH ST,,2,820,Ranch,Aluminum / Vinyl,1,1971,936,1,3,1,0,7980,2017-09,79000
Residential,1780215000,5672 N 97TH ST,,2,1020,Ranch,Aluminum / Vinyl,1,1961,925,1,3,1,1,5043,2017-09,75000
Residential,1880348100,5318 N 74TH ST,,2,1380,Ranch,Brick,1,1954,875,1,3,2,0,5936,2017-09,94000
Residential,1880660100,7115 W HERBERT AV,,2,1380,Ranch,Frame,1,1955,864,1,3,2,0,8965,2017-09,69900
Residential,1760088100,7700 W THURSTON AV,,2,980,Townhouse,Frame,2,1963,2193,2,6,2,2,5545,2017-09,97000
Residential,2780631000,3435 N SHEPARD AV,,3,3060,Colonial,Brick,2,1920,4112,1,6,3,1,8400,2017-09,575000
Residential,3590657000,1625 N WARREN AV,,3,3240,Cottage,Aluminum / Vinyl,1,1893,1265,1,3,3,0,3090,2017-09,180000
Residential,3161675000,3038 N MARYLAND AV,,3,3160,Dplx Bungalow,Aluminum / Vinyl,2,1920,3180,2,4,2,0,4800,2017-09,280000
Residential,2790369000,3405 N MURRAY AV,,3,3060,Dplx Bungalow,Brick,1.5,1926,2274,2,3,2,1,6321,2017-09,299900
Residential,2800724000,3210 N DOUSMAN ST,,3,3320,Dplx Bungalow,Frame,2,1903,1489,2,4,2,0,3600,2017-09,200000
Residential,3160445000,2900 N FARWELL AV,,3,3160,Duplex N/S,Brick,2,1954,2462,2,4,2,0,5082,2017-09,299900
Residential,3161101000,1811 E KENWOOD BL,,3,3160,Duplex O/S,Brick,2,1911,3068,2,6,2,0,4120,2017-09,345000
Residential,3200006000,2551 N OAKLAND AV,,3,3170,Duplex O/S,Aluminum / Vinyl,2,1890,2454,2,6,2,0,4800,2017-09,235000
Residential,3210522000,931 E CLARKE ST,,3,2890,Duplex O/S,Frame,2,1895,2284,2,2,2,0,2100,2017-09,101000
Residential,2801061000,3257 N NEWHALL ST,,3,3150,Duplex O/S,Aluminum / Vinyl,2,1905,1514,2,3,2,0,4800,2017-09,210000
Residential,3140524000,2765 N WEIL ST,,3,2890,Duplex O/S,Aluminum / Vinyl,2,1908,1496,2,3,2,0,3600,2017-09,109000
Residential,3550458000,1985 N BARTLETT AV,,3,3190,Residence O/S,Aluminum / Vinyl,2,1906,2406,1,4,2,1,2307,2017-09,324900
Residential,3160929000,2019 E KENWOOD BL,,3,3160,Residence O/S,Frame,1,1915,1929,1,3,2,0,4800,2017-09,300000
Residential,3170302000,2710 N DOWNER AV,,3,3170,Residence O/S,Aluminum / Vinyl,2,1903,1801,1,4,2,1,4800,2017-09,335000
Residential,3210515000,2562 N WEIL ST,,3,2890,Residence O/S,Frame,1.5,1895,1204,1,3,1,0,3600,2017-09,156200
Residential,3161292000,2723 N DOWNER AV,,3,3170,Triplex,Brick,2,1905,4557,3,8,3,0,4880,2017-09,683000
Residential,2790359000,3461 N MURRAY AV,,3,3060,Tudor,Brick,2,1926,2412,1,4,2,1,6450,2017-09,400000
Residential,3881622000,3201 W JUNEAU AV,,4,2300,Dplx Bungalow,Masonry / Frame,2,1912,3326,2,6,2,0,5600,2017-09,95000
Residential,3880613110,3320 W KILBOURN AV,,4,2300,Residence O/S,Frame,2,1913,2373,1,3,2,0,8070,2017-09,179900
Residential,2169928000,5151 N 105TH ST,,5,1040,Cape Cod,Aluminum / Vinyl,2,1937,2045,1,4,2,0,13200,2017-09,158000
Residential,2230267000,4712 N 90TH ST,,5,1460,Cape Cod,Brick,1.5,1956,1801,1,5,1,1,5805,2017-09,138900
Residential,2610056000,3724 N 97TH PL,,5,2100,Cape Cod,Brick,1.5,1949,1528,1,3,1,1,8400,2017-09,145000
Residential,3030583000,3035 N 79TH ST,,5,2080,Cape Cod,Stone,1.5,1945,1438,1,3,1,1,5120,2017-09,175000
Residential,3030430000,2946 N 79TH ST,,5,2080,Cape Cod,Brick,1.5,1948,1389,1,2,1,1,5632,2017-09,157000
Residential,3020579000,2863 N 87TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.5,1952,1372,1,4,2,0,4800,2017-09,186000
Residential,2630037000,3940 N 82ND ST,,5,2040,Cape Cod,Brick,1,1956,1318,1,3,1,0,5080,2017-09,111000
Residential,3031336000,3023 N 82ND ST,,5,2080,Cape Cod,Brick,1,1947,1297,1,2,2,0,6400,2017-09,119900
Residential,3030934000,2808 N 81ST ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.5,1941,1275,1,3,1,0,5120,2017-09,159900
Residential,3031121000,7725 W HADLEY ST,,5,2080,Cape Cod,Brick,1,1951,1248,1,2,1,0,5000,2017-09,130000
Residential,2611141000,3745 N 98TH ST,,5,2100,Cape Cod,Brick,1,1954,1240,1,3,1,0,5106,2017-09,155000
Residential,3030124000,7805 W LORRAINE PL,,5,2080,Cape Cod,Aluminum / Vinyl,1,1948,1138,1,4,1,0,4800,2017-09,111400
Residential,2930432000,3535 N 91ST ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1951,1118,1,4,1,0,4800,2017-09,137000
Residential,2930127000,8612 W AUER AV,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,1060,1,3,1,0,5852,2017-09,117000
Residential,2611210000,3512 N 98TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1953,1050,1,3,1,0,4960,2017-09,112000
Residential,2611111000,3715 N 99TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1953,935,1,3,1,0,5060,2017-09,136500
Residential,1120029000,7228 N BEAU AV,,5,820,Colonial,Aluminum / Vinyl,2,2017,3152,1,4,3,1,10001,2017-09,331500
Residential,2610027000,3823 N 97TH PL,,5,2100,Duplex N/S,Masonry / Frame,1,1953,3223,2,5,2,2,9992,2017-09,175000
Residential,2240911000,4734 N 84TH ST,,5,1470,Duplex N/S,Aluminum / Vinyl,2,1957,2106,2,6,2,0,4800,2017-09,145700
Residential,2530019000,4020 N 85TH ST,,5,1460,Duplex N/S,Frame,1.5,1956,1902,2,5,2,0,5080,2017-09,143000
Residential,2240016111,8096 W POTOMAC AV,,5,1470,Ranch,Aluminum / Vinyl,1,1965,1418,1,3,1,1,8450,2017-09,132000
Residential,1840277000,5500 N 103RD ST,,5,1040,Ranch,Aluminum / Vinyl,1,1956,1324,1,3,1,1,7497,2017-09,126500
Residential,1800092000,5819 N 114TH ST,,5,780,Ranch,Aluminum / Vinyl,1,1976,1246,1,3,1,1,9506,2017-09,152000
Residential,2231012000,8735 W ARDEN PL,,5,1460,Ranch,Brick,1,1958,1165,1,3,1,1,6550,2017-09,110000
Residential,2940048000,3336 N 96TH ST,,5,2120,Ranch,Aluminum / Vinyl,1,1954,1155,1,3,1,1,7521,2017-09,168000
Residential,2630544000,3834 N 78TH ST,,5,2040,Ranch,Brick,1,1958,1111,1,3,1,0,4800,2017-09,114500
Residential,2240181000,8300 W RUBY AV,,5,1470,Ranch,Brick,1,1957,1102,1,3,1,1,6000,2017-09,112500
Residential,3031318000,3014 N 84TH ST,,5,2080,Ranch,Stone,1,1952,1095,1,2,1,1,6300,2017-09,115000
Residential,3340001000,9617 W CENTER ST,,5,2120,Ranch,Aluminum / Vinyl,1,1951,1026,1,2,1,0,7150,2017-09,110000
Residential,2241065100,4450 N 82ND ST,,5,1470,Ranch,Frame,1,1959,983,1,3,1,0,6424,2017-09,89000
Residential,2630225000,3837 N 83RD ST,,5,2040,Ranch,Aluminum / Vinyl,1,1954,933,1,3,1,0,6750,2017-09,117000
Residential,2610875000,3445 N 96TH ST,,5,2100,Ranch,Frame,1,1952,932,1,3,1,0,6000,2017-09,130000
Residential,2631033000,3533 N 77TH ST,,5,2040,Ranch,Aluminum / Vinyl,1,1951,912,1,3,1,0,5880,2017-09,62500
Residential,2140267100,4854 N 87TH ST,,5,1400,Ranch,Aluminum / Vinyl,1,1953,874,1,2,1,0,5850,2017-09,84900
Residential,2930698100,3127 N 90TH ST,,5,2100,Residence O/S,Aluminum / Vinyl,1.5,1920,1453,1,3,1,0,10000,2017-09,146000
Residential,1130112000,6884 N 124TH ST,,5,820,Split Level,Masonry / Frame,1,1976,2075,1,4,2,1,19400,2017-09,222000
Residential,1800262000,11105 W FLORIST AV,,5,780,Split Level,Aluminum / Vinyl,1,1991,1678,1,3,1,1,9525,2017-09,154000
Residential,1800431000,11010 W CARMEN AV,,5,780,Split Level,Aluminum / Vinyl,1,1999,1662,1,3,2,0,23625,2017-09,181000
Residential,1490119000,11101 W LANGLADE ST,,5,780,Townhouse,Aluminum / Vinyl,2,1974,2451,2,6,2,2,7200,2017-09,119500
Residential,2140333000,9012 W HAMPTON AV,,5,1400,Tudor,Brick,1.5,1929,2042,1,4,1,0,5160,2017-09,140000
Residential,2731600000,3860 N VEL R PHILLIPS AV,,6,2820,Dplx Bungalow,Aluminum / Vinyl,2,1925,2066,2,4,2,0,4800,2017-09,34000
