PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,3031172000,2768 N 81ST ST,,5,2080,Colonial,Masonry / Frame,2,2010,1441,1,3,2,0,5760,2017-08,215500
Residential,2620372000,3537 N 84TH ST,,5,2040,Duplex N/S,Brick,2,1956,2380,2,4,2,0,5120,2017-08,155900
Residential,3031405000,2913 N 81ST ST,,5,2080,Duplex N/S,Brick,2,1948,2299,2,5,2,0,7680,2017-08,198700
Residential,2530007000,4047 N 84TH ST,,5,1460,Duplex N/S,Masonry / Frame,2,1955,1920,2,6,2,0,5080,2017-08,109000
Residential,1819993100,5954 N 117TH ST,,5,780,Ranch,Aluminum / Vinyl,1,2000,2103,1,4,2,0,21780,2017-08,295000
Residential,1840001000,10629 W SILVER SPRING DR,,5,1040,Ranch,Aluminum / Vinyl,1,1955,1757,1,4,2,1,8400,2017-08,152000
Residential,1130006000,7010 N 124TH ST,,5,820,Ranch,Frame,1,1964,1639,1,3,1,1,21780,2017-08,195000
Residential,2230081000,8711 W GRANTOSA DR,,5,1460,Ranch,Brick,1,1963,1570,1,3,2,1,7080,2017-08,130000
Residential,1160093000,7034 N 99TH ST,,5,440,Ranch,Aluminum / Vinyl,1,1972,1483,1,3,2,1,12480,2017-08,156000
Residential,1100292100,7359 N 100TH ST,,5,440,Ranch,Masonry / Frame,1,1955,1412,1,2,1,1,22040,2017-08,194000
Residential,2531057000,8913 W HOPE AV,,5,1460,Ranch,Brick,1,1957,1287,1,3,2,0,7740,2017-08,139000
Residential,1480052000,6362 N 119TH ST,,5,780,Ranch,Aluminum / Vinyl,1,1971,1204,1,3,1,1,10125,2017-08,139000
Residential,2530659000,4248 N 86TH ST,,5,1460,Ranch,Brick,1,1956,1176,1,3,2,1,5984,2017-08,147500
Residential,2140199000,8712 W STARK ST,,5,1400,Ranch,Aluminum / Vinyl,1,1964,1153,1,3,1,1,4950,2017-08,132000
Residential,2530108000,4046 N 88TH ST,,5,1460,Ranch,Stone,1,1956,1148,1,3,1,1,5120,2017-08,124700
Residential,1840051100,5354 N 107TH ST,,5,1040,Ranch,Aluminum / Vinyl,1,1956,1132,1,3,1,1,8990,2017-08,102000
Residential,2620175000,3538 N 87TH ST,,5,2040,Ranch,Brick,1,1956,1122,1,3,1,0,4960,2017-08,114900
Residential,2169981131,4907 N 104TH ST,,5,1040,Ranch,Aluminum / Vinyl,1,1962,1100,1,3,1,1,5940,2017-08,105000
Residential,2610561000,9237 W ELMORE CT,,5,2100,Ranch,Aluminum / Vinyl,1,1955,1008,1,3,1,1,8458,2017-08,109900
Residential,2170100000,4962 N 110TH ST,,5,1040,Ranch,Frame,1,1959,998,1,3,1,0,6560,2017-08,121900
Residential,2230730000,9006 W LAWRENCE AV,,5,1460,Ranch,Aluminum / Vinyl,1,1959,994,1,3,1,0,6000,2017-08,109500
Residential,1840059000,5381 N 106TH ST,,5,1040,Ranch,Masonry / Frame,1,1955,990,1,3,1,1,7130,2017-08,112000
Residential,2630350000,3833 N 80TH ST,,5,2040,Ranch,Brick,1,1954,981,1,2,1,0,5960,2017-08,91000
Residential,2169924000,10320 W LANCASTER AV,,5,1040,Ranch,Stone,1,1950,980,1,2,1,1,8280,2017-08,125500
Residential,1840127000,10532 W RAE AV,,5,1040,Ranch,Brick,1,1956,965,1,3,1,1,8400,2017-08,105000
Residential,2230775000,8532 W LAWRENCE AV,,5,1460,Ranch,Aluminum / Vinyl,1,1957,963,1,3,1,0,7600,2017-08,105500
Residential,2520227000,8124 W HOPE AV,,5,1470,Ranch,Frame,1,1956,948,1,3,1,1,8004,2017-08,135000
Residential,3020100000,2941 N 88TH ST,,5,2080,Ranch,Aluminum / Vinyl,1,1950,909,1,3,1,0,5120,2017-08,140000
Residential,2610020000,9746 W METCALF PL,,5,2100,Ranch,Brick,1,1954,905,1,3,2,0,5400,2017-08,107000
Residential,2930605000,3428 N 91ST ST,,5,2100,Ranch,Stucco,1,1951,624,1,2,1,0,5000,2017-08,90600
Residential,2240731000,7707 W BECKETT AV,,5,1470,Residence O/S,Brick,2,1928,1524,1,3,2,0,4800,2017-08,103000
Residential,3030119000,7705 W LORRAINE PL,,5,2080,Residence O/S,Frame,1,1925,1436,1,3,1,0,8040,2017-08,199900
Residential,1490184000,10830 W FLORIST AV,,5,780,Townhouse,Aluminum / Vinyl,2,1976,2451,2,6,2,2,8802,2017-08,163750
Residential,3531221000,1933 N 1ST ST,,6,2910,Colonial,Frame,2,1995,2058,1,3,2,1,7248,2017-08,340000
Residential,2840004000,3331 N 17TH ST,,6,2850,Dplx Bungalow,Aluminum / Vinyl,1.5,1925,1973,2,4,2,0,4257,2017-08,33900
Residential,3211192000,2353 N BOOTH ST,,6,2810,Duplex O/S,Aluminum / Vinyl,2,1909,3301,2,7,2,0,3600,2017-08,205000
Residential,3220233000,2355 N HUBBARD ST,,6,2920,Duplex O/S,Aluminum / Vinyl,2,1905,2440,2,4,2,0,2772,2017-08,45000
Residential,3140845000,2815A N PIERCE ST,,6,2890,Duplex O/S,Aluminum / Vinyl,2,1894,1496,2,4,2,0,3900,2017-08,192500
Residential,2710855000,3740 N 16TH ST,,6,2860,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1923,1896,1,5,2,1,5000,2017-08,49000
Residential,2812606000,609 E KEEFE AV,,6,2800,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,1188,1,3,1,0,3330,2017-08,110000
Residential,3530548000,124 W BROWN ST,,6,2910,Residence O/S,Frame,2,1890,1808,1,4,2,0,1500,2017-08,233500
Residential,2880607000,3425 N 44TH ST,,7,1840,Cape Cod,Masonry / Frame,1.5,1939,1702,1,4,3,1,4760,2017-08,140000
Residential,2280446000,4415 N 50TH ST,,7,1680,Cape Cod,Brick,1,1953,1385,1,4,3,0,6000,2017-08,99900
Residential,2880686000,3276 N 45TH ST,,7,1840,Cape Cod,Brick,1,1950,1343,1,3,1,0,4760,2017-08,60000
Residential,2670993000,3631 N 50TH ST,,7,1820,Cape Cod,Aluminum / Vinyl,1,1942,1307,1,3,1,1,4840,2017-08,95000
Residential,2660427000,3741 N 53RD ST,,7,1830,Cape Cod,Brick,1.5,1937,1231,1,2,1,1,4800,2017-08,92000
Residential,2270810000,4434 N 52ND ST,,7,1560,Cape Cod,Frame,1,1955,1224,1,5,1,0,6250,2017-08,68000
Residential,2480043000,4309 N 48TH ST,,7,1680,Cape Cod,Aluminum / Vinyl,1.5,1938,1007,1,2,1,0,4800,2017-08,72500
Residential,2100108000,5152 N 58TH ST,,7,1140,Cape Cod,Aluminum / Vinyl,1,1938,960,1,3,1,0,5600,2017-08,30000
Residential,2880361000,3377 N 47TH ST,,7,1840,Colonial,Brick,2,1939,1568,1,3,1,1,5125,2017-08,108700
Residential,2670614000,4944 W MEDFORD AV,,7,1820,Dplx Bungalow,Stone,2,1936,2526,2,4,2,0,4800,2017-08,114900
Residential,2690270000,2822 W MELVINA ST,,7,2840,Dplx Bungalow,Aluminum / Vinyl,2,1925,2216,2,4,2,0,3700,2017-08,25000
Residential,2880003000,3447 N 45TH ST,,7,1840,Dplx Bungalow,Brick,1.5,1927,2016,2,4,2,0,4800,2017-08,129000
Residential,3100169000,3007 N 23RD ST,,7,2950,Duplex O/S,Aluminum / Vinyl,1.5,1910,1737,2,4,2,0,3750,2017-08,17000
Residential,2681354000,3711 W ROOSEVELT DR,,7,1740,Duplex O/S,Aluminum / Vinyl,2,1942,1680,2,4,2,0,5400,2017-08,91000
Residential,2290448000,4508 N 38TH ST,,7,1440,Milwaukee Bungalow,Aluminum / Vinyl,1,1924,984,1,3,1,0,3600,2017-08,55000
Residential,2270415000,4757 N 58TH ST,,7,1150,Ranch,Brick,1,1956,1120,1,3,1,1,5400,2017-08,55500
Residential,4590227000,1566 S 22ND ST,,8,4100,Cottage,Aluminum / Vinyl,1,1885,937,1,3,1,0,4200,2017-08,41000
Residential,4579944000,1546 S 37TH ST,,8,4060,Duplex O/S,Aluminum / Vinyl,1,1923,1602,2,5,1,0,4320,2017-08,76630
Residential,4591023000,1636 S 21ST ST,,8,4100,Duplex-Cottage,Frame,1,1890,1928,2,5,2,0,3640,2017-08,48000
Residential,4590757000,2419 W MAPLE ST,,8,4120,Duplex-Cottage,Aluminum / Vinyl,1,1892,1764,2,5,2,0,3150,2017-08,78000
Residential,4720184000,2040 S 36TH ST,,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,1132,1,3,1,0,3750,2017-08,117000
Residential,4360404000,1221 S 37TH ST,,8,4060,Residence O/S,Aluminum / Vinyl,1.5,1915,1709,1,4,2,0,3660,2017-08,111000
Residential,4940104000,2576 S 28TH ST,,8,4000,Residence O/S,Aluminum / Vinyl,1.5,1912,1438,1,3,2,1,3600,2017-08,140000
Residential,4720149000,2043 S 36TH ST,,8,4000,Residence O/S,Aluminum / Vinyl,1.5,1898,1146,1,2,1,1,4650,2017-08,79000
Residential,341217000,9125 N 94TH ST,,9,40,Colonial,Aluminum / Vinyl,2,2007,1624,1,3,2,1,7123,2017-08,135000
Residential,1180079000,7842 W BEECHWOOD AV,,9,480,Colonial,Aluminum / Vinyl,2,1968,1450,1,4,1,1,7620,2017-08,150000
Residential,40061000,9409 N MICHAEL CT,,9,40,Ranch,Fiber-Cement,1,2006,2778,1,4,3,0,13831,2017-08,290000
Residential,1170220000,6863 N 85TH ST,,9,480,Ranch,Brick,1,1966,1467,1,3,1,1,10912,2017-08,153000
Residential,1040083000,5303 W PORTAGE AV,,9,360,Ranch,Masonry / Frame,1,1958,1334,1,3,1,0,7560,2017-08,129000
Residential,1410088000,7272 W CODY CR,,9,660,Ranch,Frame,1,1966,1311,1,3,1,2,7689,2017-08,113500
Residential,1399720112,6581 N 51ST ST,,9,560,Ranch,Aluminum / Vinyl,1,1965,1285,1,3,1,1,8775,2017-08,107000
Residential,1399705110,6445 N 52ND ST,,9,560,Ranch,Aluminum / Vinyl,1,1969,1262,1,3,1,1,6622,2017-08,89900
Residential,730196000,10352 W TERRA AV,,9,240,Ranch,Aluminum / Vinyl,1,1971,1227,1,3,1,1,9220,2017-08,140000
Residential,1170219000,6871 N 85TH ST,,9,480,Ranch,Aluminum / Vinyl,1,1966,1227,1,3,2,1,10860,2017-08,165000
Residential,1170493000,6945 N 90TH ST,,9,480,Ranch,Aluminum / Vinyl,1,1981,1209,1,3,2,0,11950,2017-08,170000
Residential,730036000,8143 N PINGREE AV,,9,240,Ranch,Aluminum / Vinyl,1,1971,1200,1,4,1,1,9000,2017-08,148500
Residential,1170381000,8819 W HELENA ST,,9,480,Ranch,Aluminum / Vinyl,1,1973,1200,1,4,1,1,10537,2017-08,129900
Residential,1229960120,6901 N 45TH ST,,9,560,Ranch,Aluminum / Vinyl,1,1964,1075,1,3,1,1,7320,2017-08,110000
Residential,1380019000,6500 N 49TH CT,,9,560,Ranch,Aluminum / Vinyl,1,1962,1074,1,3,1,1,8640,2017-08,120000
Residential,840281000,5510 W SPRING LA,,9,360,Ranch,Aluminum / Vinyl,1,1957,1072,1,3,1,1,11493,2017-08,112000
Residential,1430447000,6553 N 83RD ST,,9,480,Ranch,Aluminum / Vinyl,1,1958,1070,1,3,1,0,7200,2017-08,85900
Residential,1410605000,7000 W BRENTWOOD AV,,9,660,Ranch,Frame,1,1968,1063,1,3,1,1,7200,2017-08,130000
Residential,1380106000,6440 N 51ST ST,,9,560,Ranch,Aluminum / Vinyl,1,1964,1033,1,3,1,1,6375,2017-08,76900
Residential,1200051000,6314 W SPOKANE ST,,9,520,Ranch,Frame,1,1964,1006,1,3,1,1,7344,2017-08,92000
Residential,1390218000,6438 N 60TH CT,,9,560,Ranch,Aluminum / Vinyl,1,1964,964,1,3,1,0,6027,2017-08,88000
Residential,1430444000,6529 N 83RD ST,,9,480,Ranch,Brick,1,1958,926,1,3,1,1,7200,2017-08,112900
Residential,720455000,9415 W GOODRICH AV,,9,240,Ranch,Aluminum / Vinyl,1,1981,912,1,3,2,0,7200,2017-08,145500
Residential,730469000,10428 W DARNEL AV,,9,240,Ranch,Aluminum / Vinyl,1,1974,906,1,3,1,0,7200,2017-08,123000
Residential,1380162100,4632 W MILL RD,,9,560,Residence O/S,Aluminum / Vinyl,1.5,1900,1265,1,2,1,1,9000,2017-08,52950
Residential,3850117000,5930 W VALLEY FORGE DR,,10,2660,Cape Cod,Brick,1,1957,1892,1,5,2,0,6587,2017-08,189000
Residential,2890576000,5701 W PHILIP PL,,10,1850,Cape Cod,Brick,1,1944,1214,1,3,1,1,4800,2017-08,77000
Residential,4200391000,641 S 67TH ST,,10,2710,Cape Cod,Brick,1,1946,1125,1,3,1,0,4960,2017-08,94500
Residential,3040120000,2918 N 73RD ST,,10,2080,Cape Cod,Brick,1,1947,836,1,2,1,1,5400,2017-08,124500
Residential,4061240000,161 N 70TH ST,,10,2720,Colonial,Aluminum / Vinyl,2,2004,2227,1,4,2,1,4600,2017-08,277500
Residential,2890362000,5623 W AUER AV,,10,1850,Colonial,Stone,2,1947,1793,1,4,1,1,6960,2017-08,165000
Residential,3050290000,2781 N AVONDALE BL,,10,1980,Colonial,Brick,2,1936,1760,1,3,1,1,6200,2017-08,214000
Residential,2890591000,5740 W BROOKLYN PL,,10,1850,Colonial,Brick,2,1946,1680,1,3,1,2,3963,2017-08,139000
Residential,3049999000,3030 N 72ND ST,,10,2080,Colonial,Block,2,1948,1639,1,5,2,0,5400,2017-08,180500
Residential,2890024000,3431 N 58TH ST,,10,1850,Colonial,Brick,2,1938,1420,1,3,1,1,5480,2017-08,114999
Residential,3461448000,2233 N 57TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,2,1922,2517,2,4,2,0,4032,2017-08,145000
Residential,3461413000,2206 N 56TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,2,1919,2479,2,5,2,0,3955,2017-08,164900
Residential,3301278000,2663-A N 61ST ST,,10,2540,Dplx Bungalow,Masonry / Frame,2,1928,2390,2,4,2,0,5280,2017-08,174000
Residential,3461319000,2018 N 57TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,2,1922,2268,2,4,2,0,4800,2017-08,152000
Residential,3850652000,5026 W WELLS ST,,10,2660,Dplx Bungalow,Aluminum / Vinyl,2,1925,2207,2,4,2,0,8100,2017-08,156000
Residential,4040011000,5525 W WISCONSIN AV,,10,2660,Dplx Bungalow,Aluminum / Vinyl,1.5,1925,1938,2,3,2,0,5400,2017-08,148113
Residential,3461260000,1739 N 55TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,1.5,1921,1773,2,4,2,0,4800,2017-08,150000
Residential,4050400000,216 N 64TH ST,,10,2700,Dplx Bungalow,Aluminum / Vinyl,1,1930,1277,2,3,2,0,4500,2017-08,112500
Residential,3040096000,3006 N 73RD ST,,10,2080,Duplex N/S,Brick,1.5,1970,2092,2,5,2,0,5400,2017-08,152000
Residential,2640032000,3912 N 75TH ST,,10,1940,Duplex N/S,Aluminum / Vinyl,2,1957,1896,2,4,2,0,4800,2017-08,118900
Residential,3470570000,1808 N 48TH ST,,10,2540,Duplex O/S,Aluminum / Vinyl,2,1913,2190,2,4,2,0,4200,2017-08,156100
Residential,3680469000,1256 N 55TH ST,,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1957,1,4,2,0,4800,2017-08,179900
Residential,3469918000,2026 N 53RD ST,,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1,1921,1824,1,4,3,0,4800,2017-08,219900
Residential,3860816000,1128 N 46TH ST,,10,2610,Milwaukee Bungalow,Aluminum / Vinyl,1,1931,1687,1,4,1,0,4800,2017-08,142900
Residential,3460544000,2045 N 54TH ST,,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1,1920,1618,1,3,2,0,4800,2017-08,234900
Residential,3460031000,1836 N 52ND ST,,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1916,1601,1,5,2,0,4130,2017-08,189000
Residential,3470579000,1831 N 48TH ST,,10,2540,Milwaukee Bungalow,Brick,1,1916,1510,1,3,1,0,4800,2017-08,175000
Residential,4049980000,5603 W MICHIGAN ST,,10,2660,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1461,1,3,2,1,5928,2017-08,210000
Residential,3680727000,1345 N HAWLEY RD,,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1,1924,1081,1,3,1,0,2960,2017-08,139900
Residential,4200845000,432 S 65TH ST,,10,2710,Milwaukee Bungalow,Aluminum / Vinyl,1,1919,920,1,2,1,0,5895,2017-08,112500
Residential,4060628000,212 N 72ND ST,,10,2720,Ranch,Frame,1,1949,914,1,1,1,0,5360,2017-08,107500
Residential,4080016000,242 N 90TH ST,,10,2760,Ranch,Aluminum / Vinyl,1,1951,912,1,3,1,0,7840,2017-08,174400
Residential,4200367000,530 S 68TH ST,,10,2710,Ranch,Aluminum / Vinyl,1,1955,828,1,2,1,0,4340,2017-08,113000
Residential,4200698000,315 S 64TH ST,,10,2710,Ranch,Aluminum / Vinyl,1,1953,792,1,2,2,0,3870,2017-08,119000
Residential,4081053000,9118 W PARK HILL AV,,10,2760,Ranch,Aluminum / Vinyl,1,1952,747,1,2,1,0,4560,2017-08,79500
Residential,4200244000,228 S 67TH ST,,10,2710,Ranch,Aluminum / Vinyl,1,1949,736,1,2,1,0,3720,2017-08,108000
Residential,4020313000,444 N 41ST ST,,10,2180,Residence O/S,Frame,1.5,2005,1540,1,3,2,0,3600,2017-08,144900
Residential,3290455000,2573 N 53RD ST,,10,1880,Residence O/S,Aluminum / Vinyl,1.5,1925,1205,1,3,2,0,4800,2017-08,96000
Residential,4200634000,6329 W FAIRVIEW AV,,10,2700,Residence O/S,Frame,1,1925,1141,1,3,1,0,3750,2017-08,85000
Residential,5320284000,3223 S 38TH ST,,11,4410,Cape Cod,Stone,1.5,1951,1940,1,3,2,1,6760,2017-08,184000
Residential,5320318000,3251 S 35TH ST,,11,4400,Cape Cod,Brick,1,1952,1666,1,4,2,0,6000,2017-08,170000
Residential,5730625000,3905 S 56TH ST,,11,4420,Cape Cod,Aluminum / Vinyl,1,1951,1536,1,3,1,0,7320,2017-08,169900
Residential,4901270000,2650 S 62ND ST,,11,4240,Cape Cod,Aluminum / Vinyl,1,1954,1417,1,4,1,1,5280,2017-08,169900
Residential,5140034000,2734 S 63RD ST,,11,4240,Cape Cod,Aluminum / Vinyl,1,1954,1316,1,4,2,0,5439,2017-08,159900
Residential,5140039000,2766 S 63RD ST,,11,4240,Cape Cod,Aluminum / Vinyl,1.5,1954,1306,1,4,1,1,5439,2017-08,168000
Residential,5120530000,2764 S 48TH ST,,11,4320,Cape Cod,Aluminum / Vinyl,1,1950,1176,1,3,1,0,4920,2017-08,134000
Residential,5270117000,3420 S 81ST ST,,11,4340,Cape Cod,Aluminum / Vinyl,1,1959,1159,1,4,1,0,6700,2017-08,170000
Residential,5320374000,3151 S 37TH ST,,11,4410,Cape Cod,Brick,1,1951,1151,1,3,1,0,6900,2017-08,128000
Residential,5301231100,5614 W MORGAN AV,,11,4420,Cape Cod,Aluminum / Vinyl,1,1950,1124,1,3,1,0,5720,2017-08,99000
Residential,5301238000,3440 S 57TH ST,,11,4420,Cape Cod,Aluminum / Vinyl,1,1954,1105,1,3,2,0,6750,2017-08,149300
Residential,5290533000,3337 S 63RD ST,,11,4380,Cape Cod,Aluminum / Vinyl,1,1940,1100,1,2,1,0,9310,2017-08,139900
Residential,5320489000,3178 S 43RD ST,,11,4410,Cape Cod,Brick,1,1949,1079,1,3,1,0,4760,2017-08,159000
Residential,4891288000,2519 S 70TH ST,,11,4240,Cape Cod,Aluminum / Vinyl,1,1953,996,1,3,1,0,5000,2017-08,151000
Residential,4920140000,4501 W FILLMORE DR,,11,4260,Cape Cod,Aluminum / Vinyl,1,1950,953,1,3,1,0,4922,2017-08,120000
Residential,5611812000,9842 W HOWARD AV,,11,4340,Colonial,Masonry / Frame,2,1989,2481,1,4,2,1,15300,2017-08,299000
Residential,5330332000,3301 W RUSKIN ST,,11,4400,Colonial,Aluminum / Vinyl,2,1957,1492,1,3,1,1,4320,2017-08,132000
Residential,4899861000,2647 S 69TH ST,,11,4240,Colonial,Aluminum / Vinyl,2,1900,1422,1,4,2,0,3960,2017-08,137000
Residential,5259967000,3227 S 95TH ST,,11,4350,Cottage,Prem Wood,1,1923,1165,1,3,1,1,6920,2017-08,150000
Residential,5110191000,3053 S 38TH ST,,11,4320,Dplx Bungalow,Brick,1.5,1929,2213,2,4,2,0,4836,2017-08,177000
Residential,5140201000,6241 W KINNICKINNIC RIVER PK,,11,4240,Duplex N/S,Stone,2,1957,2610,2,6,2,0,8910,2017-08,210000
Residential,4911015000,2651 S 51ST ST,,11,4280,Duplex N/S,Brick,2,1958,2532,2,6,2,0,8017,2017-08,184400
Residential,5271010000,3201 S 77TH ST,,11,4340,Duplex N/S,Aluminum / Vinyl,1.5,1972,2100,2,5,2,0,7200,2017-08,189900
Residential,5550206000,4615 W TRIPOLI AV,,11,4420,Duplex N/S,Aluminum / Vinyl,2,1954,1728,2,6,2,0,9076,2017-08,160000
Residential,5310429000,3156 S 49TH ST,,11,4420,Duplex N/S,Aluminum / Vinyl,2,1952,1708,2,4,2,0,5000,2017-08,151500
Residential,5310607000,3141 S 43RD ST,,11,4410,Milwaukee Bungalow,Aluminum / Vinyl,1,1923,1214,1,3,1,0,7986,2017-08,168000
Residential,5710159000,4028 S 74TH ST,,11,4340,Ranch,Brick,1,1956,1446,1,3,2,0,7490,2017-08,205000
Residential,5100422000,3031 S 33RD ST,,11,4320,Ranch,Stone,1,1951,1394,1,2,1,1,6600,2017-08,153000
Residential,5580586000,3606 S MASSACHUSETTS AV,,11,4330,Ranch,Aluminum / Vinyl,1,1959,1369,1,3,1,1,7260,2017-08,132000
Residential,5580915000,7229 W CRAWFORD AV,,11,4330,Ranch,Brick,1,1961,1368,1,3,1,1,9945,2017-08,153900
Residential,5580842000,7042 W TRIPOLI AV,,11,4330,Ranch,Aluminum / Vinyl,1,1959,1366,1,3,1,1,7316,2017-08,177000
Residential,5570115000,6205 W MORGAN AV,,11,4420,Ranch,Brick,1,1954,1360,1,3,1,1,5500,2017-08,135000
Residential,5570801000,3830 S 67TH ST,,11,4420,Ranch,Brick,1,1962,1297,1,3,1,1,8640,2017-08,200000
Residential,5580606000,7400 W GEORGIA AV,,11,4330,Ranch,Aluminum / Vinyl,1,1959,1238,1,3,1,1,7260,2017-08,163000
Residential,5600005000,3600 S 90TH ST,,11,4350,Ranch,Brick,1,1959,1230,1,3,1,1,6650,2017-08,173500
Residential,5139922400,3049 S 55TH ST,,11,4240,Ranch,Brick,1,1960,1202,1,3,1,1,6120,2017-08,136900
Residential,5591208100,7930 W HOWARD AV,,11,4340,Ranch,Brick,1,1960,1122,1,3,1,1,6840,2017-08,173000
Residential,5280861000,3447 S 75TH ST,,11,4310,Ranch,Brick,1,1956,1101,1,3,1,0,7320,2017-08,160000
Residential,5280736000,7320 W BURDICK AV,,11,4310,Ranch,Brick,1,1956,1098,1,3,2,1,7259,2017-08,169900
Residential,5250209000,3152 S 99TH ST,,11,4350,Ranch,Brick,1,1959,1091,1,3,1,1,7105,2017-08,179000
Residential,5151004000,2925 S 70TH ST,,11,4240,Ranch,Brick,1,1954,1084,1,3,1,1,7425,2017-08,160000
Residential,5301226000,3429 S 56TH ST,,11,4420,Ranch,Stone,1,1953,1080,1,3,1,0,6713,2017-08,155000
Residential,5301230100,5610 W MORGAN AV,,11,4420,Ranch,Brick,1,1953,1075,1,3,1,0,5850,2017-08,145000
Residential,5280617100,3417 S 71ST ST,,11,4310,Ranch,Brick,1,1954,1070,1,3,1,0,6500,2017-08,167000
Residential,4901107000,2525 S 63RD ST,,11,4240,Ranch,Aluminum / Vinyl,1,1954,1064,1,3,1,0,4884,2017-08,149500
Residential,5730738000,4071 S 56TH ST,,11,4420,Ranch,Brick,1,1956,1057,1,3,1,0,6450,2017-08,140000
Residential,5730324000,3920 S 53RD ST,,11,4420,Ranch,Brick,1,1955,1031,1,3,1,0,9152,2017-08,149900
Residential,5130643000,3036 S 57TH ST,,11,4240,Ranch,Brick,1,1953,1013,1,3,1,0,6050,2017-08,108900
Residential,5151010000,7003 W KINNICKINNIC RIVER PK,,11,4240,Ranch,Brick,1,1954,1010,1,3,1,0,9600,2017-08,121000
Residential,5291146000,6623 W VERONA CT,,11,4380,Ranch,Aluminum / Vinyl,1,1953,999,1,3,1,0,6200,2017-08,122500
Residential,5730334000,5315 W VAN BECK AV,,11,4420,Ranch,Frame,1,1955,999,1,3,1,1,5350,2017-08,152000
Residential,5290402000,6708 W EUCLID AV,,11,4380,Ranch,Aluminum / Vinyl,1,1954,989,1,3,1,1,5720,2017-08,149900
Residential,5590353000,3663 S 81ST ST,,11,4340,Ranch,Aluminum / Vinyl,1,1955,988,1,3,1,0,6700,2017-08,154900
Residential,4901087000,2518 S 64TH ST,,11,4240,Ranch,Aluminum / Vinyl,1,1954,979,1,3,1,0,4884,2017-08,137000
Residential,5600386000,3751 S 89TH ST,,11,4350,Ranch,Brick,1,1957,972,1,3,1,0,7980,2017-08,145000
Residential,5700098000,8101 W TESCH AV,,11,4340,Ranch,Aluminum / Vinyl,1,1960,937,1,3,2,1,7200,2017-08,175000
Residential,5120937000,2918 S 46TH ST,,11,4320,Ranch,Brick,1,1952,908,1,2,1,1,5480,2017-08,138000
Residential,5290856000,6423 W BURDICK AV,,11,4380,Ranch,Aluminum / Vinyl,1,1953,903,1,3,1,1,9856,2017-08,126000
Residential,5291003000,3416 S 68TH ST,,11,4380,Ranch,Aluminum / Vinyl,1,1953,864,1,3,1,0,6200,2017-08,99900
Residential,5140353000,6417 W BENNETT AV,,11,4240,Ranch,Aluminum / Vinyl,1,1952,811,1,2,1,0,5280,2017-08,111500
Residential,5120134000,2814 S 51ST ST,,11,4240,Ranch,Aluminum / Vinyl,1,1949,706,1,2,1,0,6336,2017-08,92000
Residential,5259916110,3271 S 92ND ST,,11,4350,Residence O/S,Aluminum / Vinyl,1,1928,1398,1,3,1,0,10904,2017-08,142500
Residential,5611633000,9501 W MORGAN AV,,11,4350,Townhouse,Aluminum / Vinyl,2,1989,2681,2,6,2,2,9144,2017-08,290000
Residential,5279960221,8215 W EUCLID AV,,11,4340,Townhouse,Masonry / Frame,2,1968,2562,2,6,2,2,8910,2017-08,235000
Residential,5121244000,4612 W OKLAHOMA AV,,11,4320,Townhouse,Brick,2,1944,1870,2,4,2,0,8160,2017-08,160900
Residential,5129997000,4900 W OKLAHOMA AV,,11,4240,Triplex,Stone,2,1953,2923,3,4,3,0,5058,2017-08,156400
Residential,5280664000,7134 W LAKEFIELD DR,,11,4310,Triplex,Brick,2,1957,2760,3,5,3,0,6871,2017-08,245000
Residential,4330308000,1404 W GREENFIELD AV,,12,4040,Cottage,Aluminum / Vinyl,1.5,1893,1819,1,5,2,0,4200,2017-08,77500
Residential,4961203000,2438 S 17TH ST,,12,4160,Cottage,Aluminum / Vinyl,1,1895,1213,1,4,1,0,2910,2017-08,49900
Residential,4960337000,2429 S 18TH ST,,12,4160,Cottage,Frame,1,1903,1020,1,4,1,0,2700,2017-08,62000
Residential,4670498100,2068 S 5TH PL,,12,4120,Cottage,Aluminum / Vinyl,1,1900,824,1,2,1,0,5760,2017-08,35000
Residential,4960896000,2523-A S 15TH ST,,12,4160,Duplex O/S,Frame,2,1915,1944,2,4,2,0,3750,2017-08,37000
Residential,4680450000,1201 W ROGERS ST,,12,4120,Duplex O/S,Aluminum / Vinyl,1,1880,1583,3,4,3,0,3364,2017-08,35000
